booking_date,value_date,amount,currency,counterparty,memo,reference,balance
2026-07-28,2026-07-28,1125.75,CHF,Throughput Vendor 35 AG,Throughput payment 1875,THR-1875,51875.75
2026-08-01,2026-08-01,-96.76,CHF,Throughput Vendor 36 AG,Throughput payment 1876,THR-1876,51876.76
2026-08-02,2026-08-02,-97.77,CHF,Throughput Vendor 37 AG,Throughput payment 1877,THR-1877,51877.77
2026-08-03,2026-08-03,-98.78,CHF,Throughput Vendor 38 AG,Throughput payment 1878,THR-1878,51878.78
2026-08-04,2026-08-04,-99.79,CHF,Throughput Vendor 39 AG,Throughput payment 1879,THR-1879,51879.79
2026-08-05,2026-08-05,1130.80,CHF,Throughput Vendor 40 AG,Throughput payment 1880,THR-1880,51880.80
2026-08-06,2026-08-06,-101.81,CHF,Throughput Vendor 41 AG,Throughput payment 1881,THR-1881,51881.81
2026-08-07,2026-08-07,-102.82,CHF,Throughput Vendor 42 AG,Throughput payment 1882,THR-1882,51882.82
2026-08-08,2026-08-08,-103.83,CHF,Throughput Vendor 43 AG,Throughput payment 1883,THR-1883,51883.83
2026-08-09,2026-08-09,-104.84,CHF,Throughput Vendor 44 AG,Throughput payment 1884,THR-1884,51884.84
2026-08-10,2026-08-10,1135.85,CHF,Throughput Vendor 45 AG,Throughput payment 1885,THR-1885,51885.85
2026-08-11,2026-08-11,-106.86,CHF,Throughput Vendor 46 AG,Throughput payment 1886,THR-1886,51886.86
2026-08-12,2026-08-12,-107.87,CHF,Throughput Vendor 47 AG,Throughput payment 1887,THR-1887,51887.87
2026-08-13,2026-08-13,-108.88,CHF,Throughput Vendor 48 AG,Throughput payment 1888,THR-1888,51888.88
2026-08-14,2026-08-14,-109.89,CHF,Throughput Vendor 49 AG,Throughput payment 1889,THR-1889,51889.89
2026-08-15,2026-08-15,1140.90,CHF,Throughput Vendor 50 AG,Throughput payment 1890,THR-1890,51890.90
2026-08-16,2026-08-16,-111.91,CHF,Throughput Vendor 51 AG,Throughput payment 1891,THR-1891,51891.91
2026-08-17,2026-08-17,-112.92,CHF,Throughput Vendor 52 AG,Throughput payment 1892,THR-1892,51892.92
2026-08-18,2026-08-18,-113.93,CHF,Throughput Vendor 53 AG,Throughput payment 1893,THR-1893,51893.93
2026-08-19,2026-08-19,-114.94,CHF,Throughput Vendor 54 AG,Throughput payment 1894,THR-1894,51894.94
2026-08-20,2026-08-20,1145.95,CHF,Throughput Vendor 55 AG,Throughput payment 1895,THR-1895,51895.95
2026-08-21,2026-08-21,-116.96,CHF,Throughput Vendor 56 AG,Throughput payment 1896,THR-1896,51896.96
2026-08-22,2026-08-22,-117.97,CHF,Throughput Vendor 57 AG,Throughput payment 1897,THR-1897,51897.97
2026-08-23,2026-08-23,-118.98,CHF,Throughput Vendor 58 AG,Throughput payment 1898,THR-1898,51898.98
2026-08-24,2026-08-24,-119.99,CHF,Throughput Vendor 59 AG,Throughput payment 1899,THR-1899,51899.99
2026-08-25,2026-08-25,1150.00,CHF,Throughput Vendor 60 AG,Throughput payment 1900,THR-1900,51900.00
2026-08-26,2026-08-26,-121.01,CHF,Throughput Vendor 61 AG,Throughput payment 1901,THR-1901,51901.01
2026-08-27,2026-08-27,-122.02,CHF,Throughput Vendor 62 AG,Throughput payment 1902,THR-1902,51902.02
2026-08-28,2026-08-28,-123.03,CHF,Throughput Vendor 63 AG,Throughput payment 1903,THR-1903,51903.03
2026-09-01,2026-09-01,-124.04,CHF,Throughput Vendor 64 AG,Throughput payment 1904,THR-1904,51904.04
2026-09-02,2026-09-02,1155.05,CHF,Throughput Vendor 65 AG,Throughput payment 1905,THR-1905,51905.05
2026-09-03,2026-09-03,-126.06,CHF,Throughput Vendor 66 AG,Throughput payment 1906,THR-1906,51906.06
2026-09-04,2026-09-04,-127.07,CHF,Throughput Vendor 67 AG,Throughput payment 1907,THR-1907,51907.07
2026-09-05,2026-09-05,-128.08,CHF,Throughput Vendor 68 AG,Throughput payment 1908,THR-1908,51908.08
2026-09-06,2026-09-06,-129.09,CHF,Throughput Vendor 69 AG,Throughput payment 1909,THR-1909,51909.09
2026-09-07,2026-09-07,1160.10,CHF,Throughput Vendor 70 AG,Throughput payment 1910,THR-1910,51910.10
2026-09-08,2026-09-08,-131.11,CHF,Throughput Vendor 71 AG,Throughput payment 1911,THR-1911,51911.11
2026-09-09,2026-09-09,-132.12,CHF,Throughput Vendor 72 AG,Throughput payment 1912,THR-1912,51912.12
2026-09-10,2026-09-10,-133.13,CHF,Throughput Vendor 73 AG,Throughput payment 1913,THR-1913,51913.13
2026-09-11,2026-09-11,-134.14,CHF,Throughput Vendor 74 AG,Throughput payment 1914,THR-1914,51914.14
2026-09-12,2026-09-12,1165.15,CHF,Throughput Vendor 75 AG,Throughput payment 1915,THR-1915,51915.15
2026-09-13,2026-09-13,-136.16,CHF,Throughput Vendor 76 AG,Throughput payment 1916,THR-1916,51916.16
2026-09-14,2026-09-14,-137.17,CHF,Throughput Vendor 77 AG,Throughput payment 1917,THR-1917,51917.17
2026-09-15,2026-09-15,-138.18,CHF,Throughput Vendor 78 AG,Throughput payment 1918,THR-1918,51918.18
2026-09-16,2026-09-16,-139.19,CHF,Throughput Vendor 79 AG,Throughput payment 1919,THR-1919,51919.19
2026-09-17,2026-09-17,1170.20,CHF,Throughput Vendor 0 AG,Throughput payment 1920,THR-1920,51920.20
2026-09-18,2026-09-18,-141.21,CHF,Throughput Vendor 1 AG,Throughput payment 1921,THR-1921,51921.21
2026-09-19,2026-09-19,-142.22,CHF,Throughput Vendor 2 AG,Throughput payment 1922,THR-1922,51922.22
2026-09-20,2026-09-20,-143.23,CHF,Throughput Vendor 3 AG,Throughput payment 1923,THR-1923,51923.23
2026-09-21,2026-09-21,-144.24,CHF,Throughput Vendor 4 AG,Throughput payment 1924,THR-1924,51924.24
2026-09-22,2026-09-22,1175.25,CHF,Throughput Vendor 5 AG,Throughput payment 1925,THR-1925,51925.25
2026-09-23,2026-09-23,-146.26,CHF,Throughput Vendor 6 AG,Throughput payment 1926,THR-1926,51926.26
2026-09-24,2026-09-24,-147.27,CHF,Throughput Vendor 7 AG,Throughput payment 1927,THR-1927,51927.27
2026-09-25,2026-09-25,-148.28,CHF,Throughput Vendor 8 AG,Throughput payment 1928,THR-1928,51928.28
2026-09-26,2026-09-26,-149.29,CHF,Throughput Vendor 9 AG,Throughput payment 1929,THR-1929,51929.29
2026-09-27,2026-09-27,1180.30,CHF,Throughput Vendor 10 AG,Throughput payment 1930,THR-1930,51930.30
2026-09-28,2026-09-28,-151.31,CHF,Throughput Vendor 11 AG,Throughput payment 1931,THR-1931,51931.31
2026-10-01,2026-10-01,-152.32,CHF,Throughput Vendor 12 AG,Throughput payment 1932,THR-1932,51932.32
2026-10-02,2026-10-02,-153.33,CHF,Throughput Vendor 13 AG,Throughput payment 1933,THR-1933,51933.33
2026-10-03,2026-10-03,-154.34,CHF,Throughput Vendor 14 AG,Throughput payment 1934,THR-1934,51934.34
2026-10-04,2026-10-04,1185.35,CHF,Throughput Vendor 15 AG,Throughput payment 1935,THR-1935,51935.35
2026-10-05,2026-10-05,-156.36,CHF,Throughput Vendor 16 AG,Throughput payment 1936,THR-1936,51936.36
2026-10-06,2026-10-06,-157.37,CHF,Throughput Vendor 17 AG,Throughput payment 1937,THR-1937,51937.37
2026-10-07,2026-10-07,-158.38,CHF,Throughput Vendor 18 AG,Throughput payment 1938,THR-1938,51938.38
2026-10-08,2026-10-08,-159.39,CHF,Throughput Vendor 19 AG,Throughput payment 1939,THR-1939,51939.39
2026-10-09,2026-10-09,1190.40,CHF,Throughput Vendor 20 AG,Throughput payment 1940,THR-1940,51940.40
2026-10-10,2026-10-10,-161.41,CHF,Throughput Vendor 21 AG,Throughput payment 1941,THR-1941,51941.41
2026-10-11,2026-10-11,-162.42,CHF,Throughput Vendor 22 AG,Throughput payment 1942,THR-1942,51942.42
2026-10-12,2026-10-12,-163.43,CHF,Throughput Vendor 23 AG,Throughput payment 1943,THR-1943,51943.43
2026-10-13,2026-10-13,-164.44,CHF,Throughput Vendor 24 AG,Throughput payment 1944,THR-1944,51944.44
2026-10-14,2026-10-14,1195.45,CHF,Throughput Vendor 25 AG,Throughput payment 1945,THR-1945,51945.45
2026-10-15,2026-10-15,-166.46,CHF,Throughput Vendor 26 AG,Throughput payment 1946,THR-1946,51946.46
2026-10-16,2026-10-16,-167.47,CHF,Throughput Vendor 27 AG,Throughput payment 1947,THR-1947,51947.47
2026-10-17,2026-10-17,-168.48,CHF,Throughput Vendor 28 AG,Throughput payment 1948,THR-1948,51948.48
2026-10-18,2026-10-18,-169.49,CHF,Throughput Vendor 29 AG,Throughput payment 1949,THR-1949,51949.49
2026-10-19,2026-10-19,1200.50,CHF,Throughput Vendor 30 AG,Throughput payment 1950,THR-1950,51950.50
2026-10-20,2026-10-20,-171.51,CHF,Throughput Vendor 31 AG,Throughput payment 1951,THR-1951,51951.51
2026-10-21,2026-10-21,-172.52,CHF,Throughput Vendor 32 AG,Throughput payment 1952,THR-1952,51952.52
2026-10-22,2026-10-22,-173.53,CHF,Throughput Vendor 33 AG,Throughput payment 1953,THR-1953,51953.53
2026-10-23,2026-10-23,-174.54,CHF,Throughput Vendor 34 AG,Throughput payment 1954,THR-1954,51954.54
2026-10-24,2026-10-24,1205.55,CHF,Throughput Vendor 35 AG,Throughput payment 1955,THR-1955,51955.55
2026-10-25,2026-10-25,-176.56,CHF,Throughput Vendor 36 AG,Throughput payment 1956,THR-1956,51956.56
2026-10-26,2026-10-26,-177.57,CHF,Throughput Vendor 37 AG,Throughput payment 1957,THR-1957,51957.57
2026-10-27,2026-10-27,-178.58,CHF,Throughput Vendor 38 AG,Throughput payment 1958,THR-1958,51958.58
2026-10-28,2026-10-28,-179.59,CHF,Throughput Vendor 39 AG,Throughput payment 1959,THR-1959,51959.59
2026-11-01,2026-11-01,1210.60,CHF,Throughput Vendor 40 AG,Throughput payment 1960,THR-1960,51960.60
2026-11-02,2026-11-02,-181.61,CHF,Throughput Vendor 41 AG,Throughput payment 1961,THR-1961,51961.61
2026-11-03,2026-11-03,-182.62,CHF,Throughput Vendor 42 AG,Throughput payment 1962,THR-1962,51962.62
2026-11-04,2026-11-04,-183.63,CHF,Throughput Vendor 43 AG,Throughput payment 1963,THR-1963,51963.63
2026-11-05,2026-11-05,-184.64,CHF,Throughput Vendor 44 AG,Throughput payment 1964,THR-1964,51964.64
2026-11-06,2026-11-06,1215.65,CHF,Throughput Vendor 45 AG,Throughput payment 1965,THR-1965,51965.65
2026-11-07,2026-11-07,-186.66,CHF,Throughput Vendor 46 AG,Throughput payment 1966,THR-1966,51966.66
2026-11-08,2026-11-08,-187.67,CHF,Throughput Vendor 47 AG,Throughput payment 1967,THR-1967,51967.67
2026-11-09,2026-11-09,-188.68,CHF,Throughput Vendor 48 AG,Throughput payment 1968,THR-1968,51968.68
2026-11-10,2026-11-10,-189.69,CHF,Throughput Vendor 49 AG,Throughput payment 1969,THR-1969,51969.69
2026-11-11,2026-11-11,1220.70,CHF,Throughput Vendor 50 AG,Throughput payment 1970,THR-1970,51970.70
2026-11-12,2026-11-12,-191.71,CHF,Throughput Vendor 51 AG,Throughput payment 1971,THR-1971,51971.71
2026-11-13,2026-11-13,-192.72,CHF,Throughput Vendor 52 AG,Throughput payment 1972,THR-1972,51972.72
2026-11-14,2026-11-14,-193.73,CHF,Throughput Vendor 53 AG,Throughput payment 1973,THR-1973,51973.73
2026-11-15,2026-11-15,-194.74,CHF,Throughput Vendor 54 AG,Throughput payment 1974,THR-1974,51974.74
2026-11-16,2026-11-16,1225.75,CHF,Throughput Vendor 55 AG,Throughput payment 1975,THR-1975,51975.75
2026-11-17,2026-11-17,-196.76,CHF,Throughput Vendor 56 AG,Throughput payment 1976,THR-1976,51976.76
2026-11-18,2026-11-18,-197.77,CHF,Throughput Vendor 57 AG,Throughput payment 1977,THR-1977,51977.77
2026-11-19,2026-11-19,-198.78,CHF,Throughput Vendor 58 AG,Throughput payment 1978,THR-1978,51978.78
2026-11-20,2026-11-20,-199.79,CHF,Throughput Vendor 59 AG,Throughput payment 1979,THR-1979,51979.79
2026-11-21,2026-11-21,1230.80,CHF,Throughput Vendor 60 AG,Throughput payment 1980,THR-1980,51980.80
2026-11-22,2026-11-22,-21.81,CHF,Throughput Vendor 61 AG,Throughput payment 1981,THR-1981,51981.81
2026-11-23,2026-11-23,-22.82,CHF,Throughput Vendor 62 AG,Throughput payment 1982,THR-1982,51982.82
2026-11-24,2026-11-24,-23.83,CHF,Throughput Vendor 63 AG,Throughput payment 1983,THR-1983,51983.83
2026-11-25,2026-11-25,-24.84,CHF,Throughput Vendor 64 AG,Throughput payment 1984,THR-1984,51984.84
2026-11-26,2026-11-26,1235.85,CHF,Throughput Vendor 65 AG,Throughput payment 1985,THR-1985,51985.85
2026-11-27,2026-11-27,-26.86,CHF,Throughput Vendor 66 AG,Throughput payment 1986,THR-1986,51986.86
2026-11-28,2026-11-28,-27.87,CHF,Throughput Vendor 67 AG,Throughput payment 1987,THR-1987,51987.87
2026-12-01,2026-12-01,-28.88,CHF,Throughput Vendor 68 AG,Throughput payment 1988,THR-1988,51988.88
2026-12-02,2026-12-02,-29.89,CHF,Throughput Vendor 69 AG,Throughput payment 1989,THR-1989,51989.89
2026-12-03,2026-12-03,1240.90,CHF,Throughput Vendor 70 AG,Throughput payment 1990,THR-1990,51990.90
2026-12-04,2026-12-04,-31.91,CHF,Throughput Vendor 71 AG,Throughput payment 1991,THR-1991,51991.91
2026-12-05,2026-12-05,-32.92,CHF,Throughput Vendor 72 AG,Throughput payment 1992,THR-1992,51992.92
2026-12-06,2026-12-06,-33.93,CHF,Throughput Vendor 73 AG,Throughput payment 1993,THR-1993,51993.93
2026-12-07,2026-12-07,-34.94,CHF,Throughput Vendor 74 AG,Throughput payment 1994,THR-1994,51994.94
2026-12-08,2026-12-08,1245.95,CHF,Throughput Vendor 75 AG,Throughput payment 1995,THR-1995,51995.95
2026-12-09,2026-12-09,-36.96,CHF,Throughput Vendor 76 AG,Throughput payment 1996,THR-1996,51996.96
2026-12-10,2026-12-10,-37.97,CHF,Throughput Vendor 77 AG,Throughput payment 1997,THR-1997,51997.97
2026-12-11,2026-12-11,-38.98,CHF,Throughput Vendor 78 AG,Throughput payment 1998,THR-1998,51998.98
2026-12-12,2026-12-12,-39.99,CHF,Throughput Vendor 79 AG,Throughput payment 1999,THR-1999,51999.99
2026-12-13,2026-12-13,1000.00,CHF,Throughput Vendor 0 AG,Throughput payment 2000,THR-2000,52000.00
2026-12-14,2026-12-14,-41.01,CHF,Throughput Vendor 1 AG,Throughput payment 2001,THR-2001,52001.01
2026-12-15,2026-12-15,-42.02,CHF,Throughput Vendor 2 AG,Throughput payment 2002,THR-2002,52002.02
2026-12-16,2026-12-16,-43.03,CHF,Throughput Vendor 3 AG,Throughput payment 2003,THR-2003,52003.03
2026-12-17,2026-12-17,-44.04,CHF,Throughput Vendor 4 AG,Throughput payment 2004,THR-2004,52004.04
2026-12-18,2026-12-18,1005.05,CHF,Throughput Vendor 5 AG,Throughput payment 2005,THR-2005,52005.05
2026-12-19,2026-12-19,-46.06,CHF,Throughput Vendor 6 AG,Throughput payment 2006,THR-2006,52006.06
2026-12-20,2026-12-20,-47.07,CHF,Throughput Vendor 7 AG,Throughput payment 2007,THR-2007,52007.07
2026-12-21,2026-12-21,-48.08,CHF,Throughput Vendor 8 AG,Throughput payment 2008,THR-2008,52008.08
2026-12-22,2026-12-22,-49.09,CHF,Throughput Vendor 9 AG,Throughput payment 2009,THR-2009,52009.09
2026-12-23,2026-12-23,1010.10,CHF,Throughput Vendor 10 AG,Throughput payment 2010,THR-2010,52010.10
2026-12-24,2026-12-24,-51.11,CHF,Throughput Vendor 11 AG,Throughput payment 2011,THR-2011,52011.11
2026-12-25,2026-12-25,-52.12,CHF,Throughput Vendor 12 AG,Throughput payment 2012,THR-2012,52012.12
2026-12-26,2026-12-26,-53.13,CHF,Throughput Vendor 13 AG,Throughput payment 2013,THR-2013,52013.13
2026-12-27,2026-12-27,-54.14,CHF,Throughput Vendor 14 AG,Throughput payment 2014,THR-2014,52014.14
2026-12-28,2026-12-28,1015.15,CHF,Throughput Vendor 15 AG,Throughput payment 2015,THR-2015,52015.15
2026-01-01,2026-01-01,-56.16,CHF,Throughput Vendor 16 AG,Throughput payment 2016,THR-2016,52016.16
2026-01-02,2026-01-02,-57.17,CHF,Throughput Vendor 17 AG,Throughput payment 2017,THR-2017,52017.17
2026-01-03,2026-01-03,-58.18,CHF,Throughput Vendor 18 AG,Throughput payment 2018,THR-2018,52018.18
2026-01-04,2026-01-04,-59.19,CHF,Throughput Vendor 19 AG,Throughput payment 2019,THR-2019,52019.19
2026-01-05,2026-01-05,1020.20,CHF,Throughput Vendor 20 AG,Throughput payment 2020,THR-2020,52020.20
2026-01-06,2026-01-06,-61.21,CHF,Throughput Vendor 21 AG,Throughput payment 2021,THR-2021,52021.21
2026-01-07,2026-01-07,-62.22,CHF,Throughput Vendor 22 AG,Throughput payment 2022,THR-2022,52022.22
2026-01-08,2026-01-08,-63.23,CHF,Throughput Vendor 23 AG,Throughput payment 2023,THR-2023,52023.23
2026-01-09,2026-01-09,-64.24,CHF,Throughput Vendor 24 AG,Throughput payment 2024,THR-2024,52024.24
2026-01-10,2026-01-10,1025.25,CHF,Throughput Vendor 25 AG,Throughput payment 2025,THR-2025,52025.25
2026-01-11,2026-01-11,-66.26,CHF,Throughput Vendor 26 AG,Throughput payment 2026,THR-2026,52026.26
2026-01-12,2026-01-12,-67.27,CHF,Throughput Vendor 27 AG,Throughput payment 2027,THR-2027,52027.27
2026-01-13,2026-01-13,-68.28,CHF,Throughput Vendor 28 AG,Throughput payment 2028,THR-2028,52028.28
2026-01-14,2026-01-14,-69.29,CHF,Throughput Vendor 29 AG,Throughput payment 2029,THR-2029,52029.29
2026-01-15,2026-01-15,1030.30,CHF,Throughput Vendor 30 AG,Throughput payment 2030,THR-2030,52030.30
2026-01-16,2026-01-16,-71.31,CHF,Throughput Vendor 31 AG,Throughput payment 2031,THR-2031,52031.31
2026-01-17,2026-01-17,-72.32,CHF,Throughput Vendor 32 AG,Throughput payment 2032,THR-2032,52032.32
2026-01-18,2026-01-18,-73.33,CHF,Throughput Vendor 33 AG,Throughput payment 2033,THR-2033,52033.33
2026-01-19,2026-01-19,-74.34,CHF,Throughput Vendor 34 AG,Throughput payment 2034,THR-2034,52034.34
2026-01-20,2026-01-20,1035.35,CHF,Throughput Vendor 35 AG,Throughput payment 2035,THR-2035,52035.35
2026-01-21,2026-01-21,-76.36,CHF,Throughput Vendor 36 AG,Throughput payment 2036,THR-2036,52036.36
2026-01-22,2026-01-22,-77.37,CHF,Throughput Vendor 37 AG,Throughput payment 2037,THR-2037,52037.37
2026-01-23,2026-01-23,-78.38,CHF,Throughput Vendor 38 AG,Throughput payment 2038,THR-2038,52038.38
2026-01-24,2026-01-24,-79.39,CHF,Throughput Vendor 39 AG,Throughput payment 2039,THR-2039,52039.39
2026-01-25,2026-01-25,1040.40,CHF,Throughput Vendor 40 AG,Throughput payment 2040,THR-2040,52040.40
2026-01-26,2026-01-26,-81.41,CHF,Throughput Vendor 41 AG,Throughput payment 2041,THR-2041,52041.41
2026-01-27,2026-01-27,-82.42,CHF,Throughput Vendor 42 AG,Throughput payment 2042,THR-2042,52042.42
2026-01-28,2026-01-28,-83.43,CHF,Throughput Vendor 43 AG,Throughput payment 2043,THR-2043,52043.43
2026-02-01,2026-02-01,-84.44,CHF,Throughput Vendor 44 AG,Throughput payment 2044,THR-2044,52044.44
2026-02-02,2026-02-02,1045.45,CHF,Throughput Vendor 45 AG,Throughput payment 2045,THR-2045,52045.45
2026-02-03,2026-02-03,-86.46,CHF,Throughput Vendor 46 AG,Throughput payment 2046,THR-2046,52046.46
2026-02-04,2026-02-04,-87.47,CHF,Throughput Vendor 47 AG,Throughput payment 2047,THR-2047,52047.47
2026-02-05,2026-02-05,-88.48,CHF,Throughput Vendor 48 AG,Throughput payment 2048,THR-2048,52048.48
2026-02-06,2026-02-06,-89.49,CHF,Throughput Vendor 49 AG,Throughput payment 2049,THR-2049,52049.49
2026-02-07,2026-02-07,1050.50,CHF,Throughput Vendor 50 AG,Throughput payment 2050,THR-2050,52050.50
2026-02-08,2026-02-08,-91.51,CHF,Throughput Vendor 51 AG,Throughput payment 2051,THR-2051,52051.51
2026-02-09,2026-02-09,-92.52,CHF,Throughput Vendor 52 AG,Throughput payment 2052,THR-2052,52052.52
2026-02-10,2026-02-10,-93.53,CHF,Throughput Vendor 53 AG,Throughput payment 2053,THR-2053,52053.53
2026-02-11,2026-02-11,-94.54,CHF,Throughput Vendor 54 AG,Throughput payment 2054,THR-2054,52054.54
2026-02-12,2026-02-12,1055.55,CHF,Throughput Vendor 55 AG,Throughput payment 2055,THR-2055,52055.55
2026-02-13,2026-02-13,-96.56,CHF,Throughput Vendor 56 AG,Throughput payment 2056,THR-2056,52056.56
2026-02-14,2026-02-14,-97.57,CHF,Throughput Vendor 57 AG,Throughput payment 2057,THR-2057,52057.57
2026-02-15,2026-02-15,-98.58,CHF,Throughput Vendor 58 AG,Throughput payment 2058,THR-2058,52058.58
2026-02-16,2026-02-16,-99.59,CHF,Throughput Vendor 59 AG,Throughput payment 2059,THR-2059,52059.59
2026-02-17,2026-02-17,1060.60,CHF,Throughput Vendor 60 AG,Throughput payment 2060,THR-2060,52060.60
2026-02-18,2026-02-18,-101.61,CHF,Throughput Vendor 61 AG,Throughput payment 2061,THR-2061,52061.61
2026-02-19,2026-02-19,-102.62,CHF,Throughput Vendor 62 AG,Throughput payment 2062,THR-2062,52062.62
2026-02-20,2026-02-20,-103.63,CHF,Throughput Vendor 63 AG,Throughput payment 2063,THR-2063,52063.63
2026-02-21,2026-02-21,-104.64,CHF,Throughput Vendor 64 AG,Throughput payment 2064,THR-2064,52064.64
2026-02-22,2026-02-22,1065.65,CHF,Throughput Vendor 65 AG,Throughput payment 2065,THR-2065,52065.65
2026-02-23,2026-02-23,-106.66,CHF,Throughput Vendor 66 AG,Throughput payment 2066,THR-2066,52066.66
2026-02-24,2026-02-24,-107.67,CHF,Throughput Vendor 67 AG,Throughput payment 2067,THR-2067,52067.67
2026-02-25,2026-02-25,-108.68,CHF,Throughput Vendor 68 AG,Throughput payment 2068,THR-2068,52068.68
2026-02-26,2026-02-26,-109.69,CHF,Throughput Vendor 69 AG,Throughput payment 2069,THR-2069,52069.69
2026-02-27,2026-02-27,1070.70,CHF,Throughput Vendor 70 AG,Throughput payment 2070,THR-2070,52070.70
2026-02-28,2026-02-28,-111.71,CHF,Throughput Vendor 71 AG,Throughput payment 2071,THR-2071,52071.71
2026-03-01,2026-03-01,-112.72,CHF,Throughput Vendor 72 AG,Throughput payment 2072,THR-2072,52072.72
2026-03-02,2026-03-02,-113.73,CHF,Throughput Vendor 73 AG,Throughput payment 2073,THR-2073,52073.73
2026-03-03,2026-03-03,-114.74,CHF,Throughput Vendor 74 AG,Throughput payment 2074,THR-2074,52074.74
2026-03-04,2026-03-04,1075.75,CHF,Throughput Vendor 75 AG,Throughput payment 2075,THR-2075,52075.75
2026-03-05,2026-03-05,-116.76,CHF,Throughput Vendor 76 AG,Throughput payment 2076,THR-2076,52076.76
2026-03-06,2026-03-06,-117.77,CHF,Throughput Vendor 77 AG,Throughput payment 2077,THR-2077,52077.77
2026-03-07,2026-03-07,-118.78,CHF,Throughput Vendor 78 AG,Throughput payment 2078,THR-2078,52078.78
2026-03-08,2026-03-08,-119.79,CHF,Throughput Vendor 79 AG,Throughput payment 2079,THR-2079,52079.79
2026-03-09,2026-03-09,1080.80,CHF,Throughput Vendor 0 AG,Throughput payment 2080,THR-2080,52080.80
2026-03-10,2026-03-10,-121.81,CHF,Throughput Vendor 1 AG,Throughput payment 2081,THR-2081,52081.81
2026-03-11,2026-03-11,-122.82,CHF,Throughput Vendor 2 AG,Throughput payment 2082,THR-2082,52082.82
2026-03-12,2026-03-12,-123.83,CHF,Throughput Vendor 3 AG,Throughput payment 2083,THR-2083,52083.83
2026-03-13,2026-03-13,-124.84,CHF,Throughput Vendor 4 AG,Throughput payment 2084,THR-2084,52084.84
2026-03-14,2026-03-14,1085.85,CHF,Throughput Vendor 5 AG,Throughput payment 2085,THR-2085,52085.85
2026-03-15,2026-03-15,-126.86,CHF,Throughput Vendor 6 AG,Throughput payment 2086,THR-2086,52086.86
2026-03-16,2026-03-16,-127.87,CHF,Throughput Vendor 7 AG,Throughput payment 2087,THR-2087,52087.87
2026-03-17,2026-03-17,-128.88,CHF,Throughput Vendor 8 AG,Throughput payment 2088,THR-2088,52088.88
2026-03-18,2026-03-18,-129.89,CHF,Throughput Vendor 9 AG,Throughput payment 2089,THR-2089,52089.89
2026-03-19,2026-03-19,1090.90,CHF,Throughput Vendor 10 AG,Throughput payment 2090,THR-2090,52090.90
2026-03-20,2026-03-20,-131.91,CHF,Throughput Vendor 11 AG,Throughput payment 2091,THR-2091,52091.91
2026-03-21,2026-03-21,-132.92,CHF,Throughput Vendor 12 AG,Throughput payment 2092,THR-2092,52092.92
2026-03-22,2026-03-22,-133.93,CHF,Throughput Vendor 13 AG,Throughput payment 2093,THR-2093,52093.93
2026-03-23,2026-03-23,-134.94,CHF,Throughput Vendor 14 AG,Throughput payment 2094,THR-2094,52094.94
2026-03-24,2026-03-24,1095.95,CHF,Throughput Vendor 15 AG,Throughput payment 2095,THR-2095,52095.95
2026-03-25,2026-03-25,-136.96,CHF,Throughput Vendor 16 AG,Throughput payment 2096,THR-2096,52096.96
2026-03-26,2026-03-26,-137.97,CHF,Throughput Vendor 17 AG,Throughput payment 2097,THR-2097,52097.97
2026-03-27,2026-03-27,-138.98,CHF,Throughput Vendor 18 AG,Throughput payment 2098,THR-2098,52098.98
2026-03-28,2026-03-28,-139.99,CHF,Throughput Vendor 19 AG,Throughput payment 2099,THR-2099,52099.99
2026-04-01,2026-04-01,1100.00,CHF,Throughput Vendor 20 AG,Throughput payment 2100,THR-2100,52100.00
2026-04-02,2026-04-02,-141.01,CHF,Throughput Vendor 21 AG,Throughput payment 2101,THR-2101,52101.01
2026-04-03,2026-04-03,-142.02,CHF,Throughput Vendor 22 AG,Throughput payment 2102,THR-2102,52102.02
2026-04-04,2026-04-04,-143.03,CHF,Throughput Vendor 23 AG,Throughput payment 2103,THR-2103,52103.03
2026-04-05,2026-04-05,-144.04,CHF,Throughput Vendor 24 AG,Throughput payment 2104,THR-2104,52104.04
2026-04-06,2026-04-06,1105.05,CHF,Throughput Vendor 25 AG,Throughput payment 2105,THR-2105,52105.05
2026-04-07,2026-04-07,-146.06,CHF,Throughput Vendor 26 AG,Throughput payment 2106,THR-2106,52106.06
2026-04-08,2026-04-08,-147.07,CHF,Throughput Vendor 27 AG,Throughput payment 2107,THR-2107,52107.07
2026-04-09,2026-04-09,-148.08,CHF,Throughput Vendor 28 AG,Throughput payment 2108,THR-2108,52108.08
2026-04-10,2026-04-10,-149.09,CHF,Throughput Vendor 29 AG,Throughput payment 2109,THR-2109,52109.09
2026-04-11,2026-04-11,1110.10,CHF,Throughput Vendor 30 AG,Throughput payment 2110,THR-2110,52110.10
2026-04-12,2026-04-12,-151.11,CHF,Throughput Vendor 31 AG,Throughput payment 2111,THR-2111,52111.11
2026-04-13,2026-04-13,-152.12,CHF,Throughput Vendor 32 AG,Throughput payment 2112,THR-2112,52112.12
2026-04-14,2026-04-14,-153.13,CHF,Throughput Vendor 33 AG,Throughput payment 2113,THR-2113,52113.13
2026-04-15,2026-04-15,-154.14,CHF,Throughput Vendor 34 AG,Throughput payment 2114,THR-2114,52114.14
